1972/01,1972,1,18907,11902,414,2963,542,367,951,,,,,,,2047,388,907,674
2002/01,2002,1,167107,80962,2663,55641,5532,2039,14866,6166,509,1835,1027,5170,114,10710,5388,4928,12203
2002/02,2002,2,189040,103749,2184,58284,10155,2040,16930,4446,581,1908,902,5563,120,11322,5287,3997,9504
2002/03,2002,3,225839,115273,2853,70094,7905,3505,23903,5110,448,2567,1020,5601,183,22032,13438,5420,10167
2002/04,2002,4,229955,110102,3448,83512,6055,4617,32621,6049,450,3725,963,8727,200,17169,8239,5224,10500
2002/05,2002,5,343331,172544,5247,114396,10590,7187,37239,7376,886,5672,2756,10749,319,24084,12093,7572,19488
2002/06,2002,6,449621,241338,7956,134023,14283,7973,40200,10479,1081,4686,3728,11711,349,31958,16368,11435,22911
2002/07,2002,7,645120,346028,9967,173792,19936,7249,52183,13040,1442,6131,2503,14790,421,69882,39373,19356,26095
2002/08,2002,8,551494,296244,8976,162931,14705,7902,58760,13063,1239,4084,2235,12898,358,46512,22907,13351,23480
2002/09,2002,9,462563,255616,6028,143721,10521,5763,69209,11247,801,3864,1762,9953,298,26124,13889,8594,22480
2002/10,2002,10,309514,148457,4444,119309,8246,4225,59283,8469,653,2534,1441,10524,262,19152,9201,6143,12009
2002/11,2002,11,185278,86552,3073,68482,6383,3253,24015,7155,458,2240,1671,6069,198,13412,6048,4275,9484
2002/12,2002,12,259226,128362,5415,73429,8487,2976,23337,6692,491,1877,3201,4850,195,26063,12866,6678,19279
2003/01,2003,1,186463,89381,2962,59403,7682,2611,16417,6417,383,1683,1205,5200,116,13776,7363,4687,16254
2003/02,2003,2,191165,107878,2253,54442,5994,3327,18303,5096,295,1427,772,3522,215,12900,6589,3699,9993
2003/03,2003,3,196844,100512,3211,64288,5392,3495,25863,4773,454,1956,825,4120,229,15169,6831,4482,9182
2003/04,2003,4,203535,110683,3195,53024,4176,4237,18486,4865,384,2651,383,2483,165,22940,13797,3863,9830
2003/05,2003,5,243193,143255,4484,52417,4372,6272,14393,2995,628,2984,918,1449,165,18483,9074,5086,19468
2003/06,2003,6,361499,211223,7918,80387,7855,7808,17054,5320,972,3335,2147,4668,268,29800,15133,9041,23130
2003/07,2003,7,485246,276998,9283,114638,14145,7614,22718,8676,1295,3915,2320,9259,361,51592,29591,11389,21346
2003/08,2003,8,465126,264055,8858,123053,13852,7930,29980,11152,1229,4807,2064,10245,400,39273,19320,8549,21338
2003/09,2003,9,392136,222896,6257,106609,9393,5829,37705,8647,1047,3888,1709,9150,345,25612,12961,8345,22417
2003/10,2003,10,267669,137396,3964,92284,6879,4155,36976,6895,599,2565,1275,9944,263,17155,7391,6368,10502
2003/11,2003,11,161355,76793,2978,55330,5300,3273,16715,6062,355,1809,1242,5285,189,12904,5059,5137,8213
2003/12,2003,12,238820,118722,5123,66925,8921,2941,19276,6629,404,2243,2621,3948,219,23403,10952,7368,17279
2004/1,2004,1,171725,79137,2919,57064,8201,2509,13977,5803,441,1747,781,5620,120,11896,6182,5869,14840
2004/2,2004,2,188584,102922,2266,54791,5645,2614,19909,4987,349,1497,653,4792,150,13328,6270,5201,10076
2004/3,2004,3,200622,101320,3294,65431,7012,3339,22161,5797,408,1925,879,5743,143,15548,7880,5969,9060
2004/4,2004,4,243405,118451,3494,78149,6776,5048,24725,6235,553,3620,1489,8439,206,25436,14483,6503,11372
2004/5,2004,5,379425,193473,6452,118734,10425,9014,39289,7857,1064,5774,3079,12987,249,26081,13132,8656,26029
2004/6,2004,6,486164,258421,8647,144422,14177,9458,46400,10029,1406,3757,3869,13782,333,35242,18342,11653,27779
2004/7,2004,7,639730,358706,10007,162466,17291,8996,49612,12200,1758,3125,2354,13727,397,65913,40173,15555,27083
2004/8,2004,8,582887,327116,9584,157279,16047,9747,50909,14221,1320,4010,2479,11049,394,47920,24657,12358,28630
2004/9,2004,9,515146,280139,7794,157548,12814,7498,66169,12082,1285,4450,2456,10104,343,31045,16402,10607,28013
2004/10,2004,10,373405,184529,4946,140493,9571,5522,61113,11306,810,3139,1615,13628,224,21708,10824,8421,13308
2004/11,2004,11,176606,80882,2991,64685,5440,3595,22047,7858,590,2306,1428,4957,144,13495,5781,5055,9498
2004/12,2004,12,260853,128315,5696,71291,7588,3672,20849,6465,585,2827,2839,3783,208,26613,13143,9392,19546
2005/1,2005,1,189425,91192,3086,58175,5090,3275,16796,6336,369,1865,889,4068,144,12818,6961,7449,16705
2005/2,2005,2,209767,113924,2435,63875,8494,3026,21879,5273,503,2018,1008,5707,159,12877,6466,5708,10948
2005/3,2005,3,244978,121695,3597,76860,7727,4079,27781,5732,554,2761,1321,6249,205,25279,15611,7108,10439
2005/4,2005,4,252617,120268,4183,87463,6081,5316,29700,7253,696,4017,1544,7448,196,20423,10622,7628,12652
2005/5,2005,5,397682,202567,6317,119945,10978,9887,39288,8789,1411,5728,3376,9616,236,26995,14923,10355,31503
2005/6,2005,6,536447,284080,9292,153448,14857,11902,44910,13624,1990,4451,4465,10488,705,40686,22302,14957,33984
2005/7,2005,7,691276,382065,10885,174537,18008,10536,45866,14949,2173,4502,2611,14659,452,71054,42917,19749,32986
2005/8,2005,8,604276,346253,9313,158486,12107,10033,52851,14422,1739,3729,1917,9807,490,46233,23211,15326,28665
2005/9,2005,9,543956,305407,8417,150605,10144,8706,60617,13417,1745,5258,2496,10749,400,32929,17797,15112,31486
2005/10,2005,10,345752,173096,4539,123912,7046,5749,53862,12165,739,3786,1550,11414,274,20977,10594,10097,13131
2005/11,2005,11,198821,89224,3826,73987,5091,4805,25461,9774,668,2817,1403,5414,184,15563,7635,6392,9829
2005/12,2005,12,290097,143160,6035,80030,8144,4723,22772,8579,667,3144,3160,5016,237,28893,15305,11354,20625
2006/1,2006,1,204312,94958,3917,65671,7109,4529,17717,6909,748,2361,916,5413,161,16480,9548,8342,14944
2006/2,2006,2,205730,108684,2792,62823,5668,3960,21303,6097,624,2685,776,4469,166,14734,7850,6906,9791
2006/3,2006,3,235326,115088,3877,78659,5608,5023,27819,7233,808,3605,1319,6138,257,19459,10730,7969,10274
2006/4,2006,4,278273,135099,4169,86684,7701,6596,25269,8952,1178,4456,1576,6645,201,30959,19238,8342,13020
2006/5,2006,5,413852,210679,6480,123870,10143,11514,37257,12417,1421,5844,3367,8369,353,28211,15712,12147,32465
2006/6,2006,6,528894,270382,11767,155268,13185,11484,43643,15220,1962,5143,3890,12424,550,41556,23341,15817,34104
2006/7,2006,7,668096,358464,11292,178547,19018,10229,44227,20157,2428,5006,2480,14039,668,69797,42981,20070,29926
2006/8,2006,8,611602,338787,14423,160541,13005,11045,47938,17814,2126,5272,1990,9811,522,52318,26260,15981,29552
2006/9,2006,9,533936,299134,8974,145140,9749,8592,51074,19065,1534,5278,2041,9498,429,34627,18895,15385,30676
2006/10,2006,10,339283,168448,5064,117718,7239,6342,47095,13799,1020,4164,1547,8527,281,23453,12676,11237,13363
2006/11,2006,11,197165,88387,4017,71015,5123,5551,20143,10345,902,3108,1473,4108,215,16985,8607,7052,9709
2006/12,2006,12,301066,146617,6438,81656,8318,5089,17642,9845,855,3562,2971,5476,202,32776,18106,12574,21005
2007/1,2007,1,207038,99336,3731,61733,4637,4590,14216,8042,729,2470,995,3663,172,17857,11117,8483,15898
2007/2,2007,2,221291,117101,2849,66641,8438,4446,18928,7363,881,2950,976,4529,144,17174,10000,7020,10506
2007/3,2007,3,257050,126668,4403,80500,6072,6002,25335,7520,1017,4553,1235,5553,299,25833,16380,8821,10825
2007/4,2007,4,275418,132240,5011,84299,6329,8248,23038,9352,1085,4975,1385,6020,296,29820,18439,9323,14725
2007/5,2007,5,418315,211143,7120,117723,9382,13975,29251,13142,1730,6292,2862,7618,406,32817,18840,12715,36797
2007/6,2007,6,559837,292073,11896,151309,13547,16076,33519,16215,2417,6306,4121,10277,655,48621,28909,18548,37390
2007/7,2007,7,694983,371855,13472,180451,20704,12770,37576,21646,2250,6631,2666,12265,630,75863,47323,21877,31465
2007/8,2007,8,625496,349956,11893,158483,14512,11543,40442,19045,2011,5436,2383,9506,520,56696,30965,17149,31319
2007/9,2007,9,547830,304609,8989,145268,10752,9779,47840,18900,1466,6223,2145,9197,495,39018,22091,16803,33143
2007/10,2007,10,344975,175973,5568,110526,6961,6584,39316,13656,1089,4928,1538,7109,350,25122,14282,11914,15872
2007/11,2007,11,211343,96355,4629,69980,5276,5705,18078,10496,955,4150,1477,2856,249,20231,11325,7864,12284
2007/12,2007,12,315336,152952,7095,80871,8948,5436,15912,10376,703,3855,3024,3931,341,36148,20962,12210,26060
2008/1,2008,1,218390,102016,3976,61737,6160,4505,11324,9247,864,3290,977,3477,159,21308,13717,9316,20037
2008/2,2008,2,229174,121553,3461,65116,9243,4619,15562,8917,827,3046,864,2996,230,19749,12079,7472,11823
2008/3,2008,3,257894,127952,4445,72271,7540,6149,20344,8404,809,3840,1088,3151,216,33473,22195,8756,10997
2008/4,2008,4,277747,138901,4726,79102,5948,7978,16704,10182,974,5756,1254,4312,334,28661,16589,10514,15843
2008/5,2008,5,456001,233748,7848,124166,10942,16269,25209,14727,1517,7631,3709,7176,463,36784,21658,13601,39854
2008/6,2008,6,574575,298735,12183,153854,15938,17189,29427,16996,2043,6124,4092,10771,750,50870,31150,18988,39945
2008/7,2008,7,715258,382551,13588,179295,22714,14670,33675,23968,2188,5686,2829,9670,679,82196,52693,22341,35287
2008/8,2008,8,652758,373762,12271,153473,16692,12866,36148,18972,1777,5347,2325,6559,740,57408,32339,18540,37304
2008/9,2008,9,552633,310405,9313,138076,13083,11355,40034,19408,1490,6709,2325,5610,741,39461,24027,18112,37266
2008/10,2008,10,339364,170007,7529,104709,9165,7673,34087,13757,1234,5586,1641,4818,442,27144,15492,13356,16619
2008/11,2008,11,194528,90178,4728,59418,5755,5966,11039,10296,829,4793,1478,2233,326,19393,10133,8494,12317
2008/12,2008,12,296142,142262,7340,74124,9227,5736,13645,10949,780,4476,2975,2682,392,34451,18756,14059,23906
2009/1,2009,1,213996,98191,4468,61127,8311,5561,8455,11424,935,3376,1082,3091,240,20702,13284,11080,18428
2009/2,2009,2,207400,110603,3493,54778,5444,5133,11796,9468,714,4300,861,2027,239,19050,10967,7639,11837
2009/3,2009,3,215419,101499,4203,68448,6553,6344,15596,9875,1051,4715,1200,3436,424,22691,13823,8104,10474
2009/4,2009,4,280774,140612,4654,76236,8371,8752,14400,11497,1076,5869,1266,3433,353,36051,21541,8915,14306
2009/5,2009,5,371096,196618,7576,94373,9959,14692,12965,13606,1582,8108,2462,5116,400,29017,14884,11710,31802
2009/6,2009,6,481684,264851,11042,116229,12889,14896,14879,15513,2191,6665,3405,5789,832,40903,23191,16089,32570
2009/7,2009,7,617925,343881,13137,147140,17159,13515,21749,19707,2394,7164,2686,7517,856,59582,31906,20849,33336
2009/8,2009,8,557280,334238,11729,129291,11788,12457,25752,21045,2283,5685,2079,6185,670,36008,14725,16539,29475
2009/9,2009,9,468480,269967,8692,120953,9512,10583,32463,20168,1749,5723,1932,5810,577,25245,10664,14647,28976
2009/10,2009,10,311148,172208,6496,87434,7359,7809,22957,14201,1495,4553,1266,4102,431,16796,5693,12243,15971
2009/11,2009,11,175033,84244,4522,55254,5444,5163,12176,9137,991,3036,1389,2250,272,12486,3852,6801,11726
2009/12,2009,12,269871,135356,6799,71524,8990,6674,12451,10551,1281,3480,2309,2852,391,22052,7476,13276,20864
2010/1,2010,1,199380,98846,4261,55866,5182,6555,8917,9865,952,2734,855,2555,304,13546,6384,11306,15555
2010/2,2010,2,220529,126548,3278,58888,7766,4840,13051,10322,918,2682,897,2847,188,12933,5276,7313,11569
2010/3,2010,3,239620,119121,4695,72736,7174,7291,16671,10257,1119,4004,1306,2939,249,20832,10129,9135,13101
2010/4,2010,4,267739,135333,5269,77258,7422,9802,14940,11539,1235,4598,1166,3403,489,23064,10073,10892,15923
2010/5,2010,5,400876,205210,8029,112739,11865,17881,18748,15657,1708,6284,3017,5316,460,24563,10348,13302,37033
2010/6,2010,6,535815,274576,13500,155144,15497,18923,27151,20979,2305,6415,4867,7683,925,34339,14304,19779,38477
2010/7,2010,7,665043,363904,13945,174469,18310,16113,28482,28998,2855,6617,2638,9092,874,50806,22039,25693,36226
2010/8,2010,8,622270,358813,11836,156800,12682,16723,32426,28655,2304,5786,2485,6632,792,37706,14767,20490,36625
2010/9,2010,9,508255,289858,9910,130179,9622,12235,32007,23268,1693,5856,2535,5378,938,25358,10303,18072,34878
2010/10,2010,10,329960,174464,6961,98700,8029,7787,27844,16914,1446,4390,1597,4349,499,18038,6229,14677,17120
2010/11,2010,11,183194,86790,4746,59059,6075,5848,10494,11123,874,3327,1425,1905,374,12711,4388,7596,12292
2010/12,2010,12,282953,132027,7382,78368,9742,8214,12309,12456,1272,3862,2847,2346,505,24179,9523,14880,26117
2011/1,2011,1,208365,95573,4683,63052,8172,6660,8007,13464,967,2546,1126,2604,356,14049,6541,12526,18482
2011/2,2011,2,194574,103389,3199,56970,6305,5476,12081,10811,836,2776,870,1966,309,12361,5474,7331,11324
2011/3,2011,3,213016,103003,4588,65007,6205,6994,11703,11012,1155,3894,1298,2743,365,18280,8670,10617,11521
2011/4,2011,4,288496,149011,5999,80377,8530,9801,13164,13069,1277,5430,1510,3053,401,26345,12967,10583,16181
2011/5,2011,5,410826,205151,7949,120131,11601,17410,17296,18931,1865,7183,4042,6365,637,24403,10920,14630,38562
2011/6,2011,6,544175,280653,12115,157526,16726,21573,19080,25668,2579,6472,5333,9079,987,34322,15534,19470,40089
2011/7,2011,7,683604,363201,13449,188379,21384,18213,26711,37413,3096,7216,3653,9777,1068,52696,23951,27443,38436
2011/8,2011,8,623090,346208,13298,167947,13784,17778,29992,36741,2877,6370,3056,6339,1056,39497,16573,20499,35641
2011/9,2011,9,529058,293334,10232,141110,10834,13347,31861,28875,2334,6586,2944,6996,686,28122,12293,19723,36537
2011/10,2011,10,332955,170666,7177,103553,7719,9161,25467,21835,1533,4839,1843,5037,603,18823,7318,15473,17263
2011/11,2011,11,191790,89378,5096,64203,5630,7343,10472,14178,1055,3720,1352,2266,368,14103,5582,7618,11392
2011/12,2011,12,302726,139141,8168,87214,9862,10653,12979,16891,1360,4217,3779,2276,482,25811,11108,16935,25457
2012/1,2012,1,218586,95996,4743,71405,8891,6983,9344,19345,967,2982,1157,3501,384,14613,7691,13246,18583
2012/2,2012,2,213986,111373,3823,60672,5281,6340,13764,11717,798,3583,974,1764,421,15426,7297,9951,12741
2012/3,2012,3,248695,120870,5414,77594,7797,8643,18069,13385,1074,4347,1758,2469,451,21271,11115,11034,12512
2012/4,2012,4,288357,143468,6441,83486,7797,12190,12757,16402,1259,5566,1555,3312,559,26705,12487,11537,16720
2012/5,2012,5,408027,196784,8416,124157,11295,21232,18052,23334,1725,7795,3671,4978,700,26017,12200,15513,37140
2012/6,2012,6,551890,273204,14014,165694,14842,21564,22706,32275,2130,7134,5853,7803,1318,35847,16298,21553,41578
2012/7,2012,7,678767,346750,14308,190888,19568,18350,27212,47214,1966,6758,3917,8653,1035,54589,26644,29157,43075
2012/8,2012,8,621291,331246,13384,173801,14043,18106,32417,43390,1748,5420,3228,5709,977,41353,17531,21922,39585
2012/9,2012,9,517814,277614,10323,139974,11141,14066,32858,31007,1617,6468,2724,5646,756,26492,12125,20339,43072
2012/10,2012,10,338885,165024,8301,113933,7553,8843,27880,25698,1260,5227,2269,5130,520,18862,7532,14248,18517
2012/11,2012,11,200482,92584,5371,65127,5657,6762,11249,14823,1001,4288,1818,2366,349,14648,5813,10646,12106
2012/12,2012,12,311983,139460,9064,93251,10051,10335,13717,19480,1466,5122,3856,2703,473,25659,10965,16843,27706
2013/1,2013,1,212958,92557,4706,66286,5716,6423,10274,16718,956,3428,1384,2220,284,15350,8335,13960,20099
2013/2,2013,2,220461,102377,3822,76372,9137,6159,14999,21068,971,3401,1330,2897,409,14197,6889,9978,13715
2013/3,2013,3,261250,122072,6001,83404,8176,8085,19410,15588,1448,5336,1677,2523,411,25109,13836,11697,12967
2013/4,2013,4,278085,133306,6911,86435,7306,11570,13042,19009,1556,6152,1907,3085,560,24349,11779,11285,15799
2013/5,2013,5,425377,199767,10093,135995,12211,19984,18802,29242,2172,8282,3849,6518,769,27489,12187,16219,35814
2013/6,2013,6,562198,267075,13946,178425,18120,22179,21107,39330,2676,7123,7019,9557,1402,38114,18395,22032,42606
2013/7,2013,7,685861,341419,13632,203923,21916,18587,26734,54960,2530,7390,4183,10490,1272,53517,25890,28518,44852
2013/8,2013,8,676748,344218,17270,204281,15181,19370,34263,59345,2759,6056,3878,7419,1185,43386,19051,23593,44000
2013/9,2013,9,534930,272978,12295,155918,11355,13787,31125,41461,1675,7224,3165,7881,837,28720,12724,21414,43605
2013/10,2013,10,341311,167576,8034,112266,8054,9081,24128,27221,1346,4876,2197,6158,829,19991,8050,13817,19627
2013/11,2013,11,208871,94349,6022,69699,6548,7891,10872,17236,1182,3486,1565,2769,432,15846,7310,9397,13558
2013/12,2013,12,323636,143926,8923,97040,9733,11293,13718,24136,1368,4647,3535,2519,677,27957,12410,17823,27967
2014/1,2014,1,235661,95594,5150,82196,8872,7019,10666,27103,966,3557,1226,2976,465,17028,9572,14162,21531
2014/2,2014,2,222831,103188,4519,75810,6379,7082,14552,22011,752,4079,1052,2591,479,15935,8049,9851,13528
2014/3,2014,3,242594,109941,5895,84597,6388,8818,19394,18775,1086,5265,1450,2636,523,20126,10396,10169,11866
2014/4,2014,4,324302,155360,7304,101547,8655,14088,15555,23185,1373,7232,1864,3131,517,30557,16173,12424,17110
2014/5,2014,5,468223,209416,10448,160918,13727,22780,22256,39654,1997,9052,5089,7370,808,30386,15077,16783,40272
2014/6,2014,6,619889,288711,14482,206030,19858,26376,24611,50146,2513,8751,7260,11165,1472,40992,20830,22368,47306
2014/7,2014,7,773455,368382,17810,255223,22097,26603,34520,74526,2317,8591,4056,11921,1303,59098,29618,27396,45546
2014/8,2014,8,765844,389327,17334,233895,15137,23255,38872,78044,2635,6856,3517,7363,1455,49866,23078,28582,46840
